filename,ppm
"DITE, Okhla Industrial Area_523324_chan01_20220420_110148",95.0
N.P. Boys Sr. Sec. School_408511_chan01_20220419_180134,69.0
"Sector 8, Dwarka_361115_chan02_20220419_205009",88.0
"Sector 8, Dwarka_361115_chan02_20211012_100143",83.0
"Sector 8, Dwarka_361115_chan01_20220420_035003",145.0
"Sector 8, Dwarka_361115_chan01_20211012_200141",59.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220402_010040,106.0
RK Puram_440526_chan01_20220316_000141,121.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220406_130044,52.0
N.P. Boys Sr. Sec. School_408511_chan03_20220419_160138,85.0
"DITE, Okhla Industrial Area_523324_chan03_20220419_230143",94.0
N.P. Boys Sr. Sec. School_408511_chan02_20220316_080148,100.0
N.P. Boys Sr. Sec. School_408511_chan03_20220420_080145,159.0
Sri Aurobindo Marg_456540_chan02_20220315_115026,64.0
"Sector 8, Dwarka_361115_chan02_20211011_181916",45.0
Sri Aurobindo Marg_456540_chan01_20220321_134937,85.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220408_060057,167.0
"DITE, Okhla Industrial Area_523324_chan02_20220419_150143",39.0
RK Puram_440526_chan02_20220309_204948,92.0
RK Puram_440526_chan02_20220309_110141,80.0
"Sector 8, Dwarka_361115_chan02_20220419_175012",48.0
RK Puram_440526_chan02_20220315_070143,145.0
RK Puram_440526_chan02_20220309_050140,95.0
"DITE, Okhla Industrial Area_523324_chan03_20220420_100153",129.0
"DITE, Okhla Industrial Area_523324_chan01_20220419_170140",44.0
RK Puram_440526_chan01_20220309_090140,68.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220408_060058,167.0
N.P. Boys Sr. Sec. School_408511_chan02_20220316_100146,124.0
N.P. Boys Sr. Sec. School_408511_chan03_20220314_200140,71.0
N.P. Boys Sr. Sec. School_408511_chan01_20220314_190137,66.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220403_020047,125.0
N.P. Boys Sr. Sec. School_408511_chan01_20220420_100142,141.0
N.P. Boys Sr. Sec. School_408511_chan02_20220315_040317,115.0
RK Puram_440526_chan02_20220309_020141,85.0
RK Puram_440526_chan01_20220316_090142,180.0
Sri Aurobindo Marg_456540_chan02_20220314_155027,58.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_220033,94.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220406_140133,35.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220406_160042,18.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220408_040100,213.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_143614,79.0
N.P. Boys Sr. Sec. School_408511_chan02_20220420_050146,107.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220403_010049,129.0
"DITE, Okhla Industrial Area_523324_chan01_20220419_180140",39.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220407_150031,28.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220403_050051,107.0
"Sector 8, Dwarka_361115_chan02_20211012_023733",81.0
Sri Aurobindo Marg_456540_chan02_20220420_105330,127.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220420_140044,34.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220402_080041,233.0
"DITE, Okhla Industrial Area_523324_chan02_20220420_070151",117.0
"DITE, Okhla Industrial Area_523324_chan03_20220419_140148",56.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220403_080250,118.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_010137,124.0
"Sector 8, Dwarka_361115_chan02_20211012_090143",123.0
N.P. Boys Sr. Sec. School_408511_chan02_20220315_110149,96.0
Sri Aurobindo Marg_456540_chan01_20220316_035024,97.0
Sri Aurobindo Marg_456540_chan01_20220419_145328,56.0
"DITE, Okhla Industrial Area_523324_chan02_20220420_020142",133.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220408_070057,157.0
N.P. Boys Sr. Sec. School_408511_chan01_20220420_080142,159.0
Sri Aurobindo Marg_456540_chan02_20220420_095330,164.0
RK Puram_440526_chan02_20220315_230141,111.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220401_120053,39.0
"Sector 8, Dwarka_361115_chan01_20220420_090139",200.0
RK Puram_440526_chan01_20220314_140139,70.0
"Sector 8, Dwarka_361115_chan01_20220419_145003",46.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220402_140040,33.0
"DITE, Okhla Industrial Area_523324_chan02_20220420_110155",95.0
Sri Aurobindo Marg_456540_chan01_20220314_235024,96.0
N.P. Boys Sr. Sec. School_408511_chan01_20220316_070141,104.0
"Sector 8, Dwarka_361115_chan01_20211012_180142",44.0
Sri Aurobindo Marg_456540_chan02_20220419_195330,47.0
N.P. Boys Sr. Sec. School_408511_chan02_20220321_150146,82.0
N.P. Boys Sr. Sec. School_408511_chan02_20220419_160136,85.0
Sri Aurobindo Marg_456540_chan02_20220419_145329,56.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220401_130045,16.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220403_120050,101.0
N.P. Boys Sr. Sec. School_408511_chan03_20220419_190138,102.0
"Sector 8, Dwarka_361115_chan01_20211013_000142",62.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220420_160037,28.0
N.P. Boys Sr. Sec. School_408511_chan02_20220419_180136,69.0
"DITE, Okhla Industrial Area_523324_chan01_20220420_100149",129.0
N.P. Boys Sr. Sec. School_408511_chan01_20220314_180137,64.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220420_180043,35.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_153614,61.0
N.P. Boys Sr. Sec. School_408511_chan01_20220310_005049,93.0
Sri Aurobindo Marg_456540_chan02_20220321_134939,85.0
"DITE, Okhla Industrial Area_523324_chan03_20220420_000143",144.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220408_120058,70.0
Sri Aurobindo Marg_456540_chan01_20220315_025023,107.0
RK Puram_440526_chan01_20220315_210140,100.0
Sri Aurobindo Marg_456540_chan02_20220419_225333,56.0
Sri Aurobindo Marg_456540_chan01_20220419_195328,47.0
"Sector 8, Dwarka_361115_chan01_20211012_043731",80.0
"Sector 8, Dwarka_361115_chan01_20211012_100142",83.0
N.P. Boys Sr. Sec. School_408511_chan03_20220315_000141,105.0
"DITE, Okhla Industrial Area_523324_chan02_20220419_200145",61.0
N.P. Boys Sr. Sec. School_408511_chan03_20220314_210140,87.0
Sri Aurobindo Marg_456540_chan01_20220419_225327,56.0
N.P. Boys Sr. Sec. School_408511_chan01_20220314_210137,87.0
Sri Aurobindo Marg_456540_chan02_20220315_215025,84.0
RK Puram_440526_chan01_20220309_100140,66.0
"Sector 8, Dwarka_361115_chan02_20211011_171032",33.0
N.P. Boys Sr. Sec. School_408511_chan02_20220420_110144,111.0
Sri Aurobindo Marg_456540_chan02_20220315_045029,97.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220401_150110,19.0
RK Puram_440526_chan01_20220309_234946,66.0
"Sector 8, Dwarka_361115_chan01_20211013_010142",81.0
Sri Aurobindo Marg_456540_chan01_20220314_195024,67.0
Sri Aurobindo Marg_456540_chan01_20220315_125024,59.0
Sri Aurobindo Marg_456540_chan01_20220420_085328,161.0
Sri Aurobindo Marg_456540_chan02_20220314_135025,70.0
RK Puram_440526_chan01_20220309_140140,8.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220403_070049,124.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220402_030040,114.0
"Sector 8, Dwarka_361115_chan01_20211012_013732",80.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220403_060050,113.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220401_150057,19.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220407_080040,213.0
Sri Aurobindo Marg_456540_chan01_20220419_175327,38.0
Sri Aurobindo Marg_456540_chan02_20220315_105026,81.0
RK Puram_440526_chan02_20220314_200142,105.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_080034,135.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_213615,91.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_030033,135.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_010034,146.0
RK Puram_440526_chan01_20220309_070140,96.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220403_120049,101.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220403_080048,118.0
"Sector 8, Dwarka_361115_chan01_20211012_090142",123.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220402_040141,127.0
Sri Aurobindo Marg_456540_chan01_20220419_185327,48.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220407_010039,133.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220420_060043,79.0
RK Puram_440526_chan02_20220309_140142,8.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220402_150039,27.0
N.P. Boys Sr. Sec. School_408511_chan03_20220314_120140,90.0
RK Puram_440526_chan02_20220309_070142,96.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220420_070037,91.0
N.P. Boys Sr. Sec. School_408511_chan03_20220316_030152,86.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220419_200044,56.0
N.P. Boys Sr. Sec. School_408511_chan03_20220420_120146,73.0
Sri Aurobindo Marg_456540_chan02_20220314_115126,77.0
N.P. Boys Sr. Sec. School_408511_chan03_20220420_050149,107.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220407_090040,223.0
RK Puram_440526_chan01_20220316_070143,127.0
N.P. Boys Sr. Sec. School_408511_chan01_20220420_090142,174.0
"Sector 8, Dwarka_361115_chan02_20211012_013734",80.0
N.P. Boys Sr. Sec. School_408511_chan01_20220314_160136,52.0
RK Puram_440526_chan01_20220315_040140,134.0
N.P. Boys Sr. Sec. School_408511_chan01_20220420_040142,115.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220401_220043,103.0
Sri Aurobindo Marg_456540_chan02_20220420_055330,91.0
"Sector 8, Dwarka_361115_chan01_20220420_110139",66.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220420_100135,94.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220403_110049,122.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_233616,92.0
Sri Aurobindo Marg_456540_chan02_20220315_205026,68.0
N.P. Boys Sr. Sec. School_408511_chan02_20220314_210138,87.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220403_020048,125.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220402_150051,27.0
N.P. Boys Sr. Sec. School_408511_chan01_20220314_150136,60.0
N.P. Boys Sr. Sec. School_408511_chan03_20220315_233621,92.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_210033,79.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220403_050049,107.0
"Sector 8, Dwarka_361115_chan02_20211012_190143",46.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220403_070050,124.0
RK Puram_440526_chan01_20220309_204947,92.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_120144,95.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220402_010043,106.0
"Sector 8, Dwarka_361115_chan01_20211012_150142",31.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220403_150051,45.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220420_090035,119.0
"Sector 8, Dwarka_361115_chan01_20211012_063732",91.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220402_120106,56.0
N.P. Boys Sr. Sec. School_408511_chan02_20220316_110146,97.0
Sri Aurobindo Marg_456540_chan01_20220420_015327,111.0
N.P. Boys Sr. Sec. School_408511_chan03_20220420_000138,148.0
Sri Aurobindo Marg_456540_chan02_20220315_195026,61.0
N.P. Boys Sr. Sec. School_408511_chan02_20220420_010137,145.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220402_230040,146.0
N.P. Boys Sr. Sec. School_408511_chan03_20220315_110152,96.0
"Sector 8, Dwarka_361115_chan01_20220419_215003",134.0
N.P. Boys Sr. Sec. School_408511_chan03_20220316_050148,102.0
"Sector 8, Dwarka_361115_chan01_20211011_181907",45.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_100033,94.0
RK Puram_440526_chan01_20220315_180141,77.0
N.P. Boys Sr. Sec. School_408511_chan03_20220314_170143,54.0
RK Puram_440526_chan01_20220315_110141,119.0
RK Puram_440526_chan01_20220315_130141,74.0
"DITE, Okhla Industrial Area_523324_chan01_20220420_090149",158.0
Sri Aurobindo Marg_456540_chan02_20220315_055028,100.0
Sri Aurobindo Marg_456540_chan02_20220419_185329,48.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220420_030136,135.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_120033,40.0
"Sector 8, Dwarka_361115_chan01_20211012_230142",61.0
"Sector 8, Dwarka_361115_chan01_20220420_120139",42.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220407_230031,96.0
RK Puram_440526_chan01_20220315_200141,95.0
Sri Aurobindo Marg_456540_chan01_20220315_035025,107.0
N.P. Boys Sr. Sec. School_408511_chan02_20220314_160137,52.0
Sri Aurobindo Marg_456540_chan01_20220315_055024,100.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_173614,39.0
RK Puram_440526_chan02_20220309_234948,66.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220406_200047,66.0
"Sector 8, Dwarka_361115_chan02_20211012_170144",40.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220407_100041,180.0
"Sector 8, Dwarka_361115_chan01_20220420_045004",136.0
"Sector 8, Dwarka_361115_chan01_20220420_075004",217.0
N.P. Boys Sr. Sec. School_408511_chan03_20220316_100149,124.0
RK Puram_440526_chan01_20220309_010139,94.0
N.P. Boys Sr. Sec. School_408511_chan02_20220321_120145,154.0
N.P. Boys Sr. Sec. School_408511_chan01_20220419_160134,85.0
RK Puram_440526_chan01_20220309_020140,85.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_030144,113.0
"DITE, Okhla Industrial Area_523324_chan03_20220419_170202",44.0
"DITE, Okhla Industrial Area_523324_chan02_20220420_080151",145.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220407_010038,133.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220420_010135,146.0
"Sector 8, Dwarka_361115_chan01_20211012_110141",68.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220402_050040,133.0
RK Puram_440526_chan02_20220315_170143,47.0
"DITE, Okhla Industrial Area_523324_chan01_20220419_140140",56.0
"Sector 8, Dwarka_361115_chan02_20211013_020144",81.0
N.P. Boys Sr. Sec. School_408511_chan01_20220420_000134,148.0
Sri Aurobindo Marg_456540_chan01_20220420_055328,91.0
"DITE, Okhla Industrial Area_523324_chan02_20220419_140145",56.0
Sri Aurobindo Marg_456540_chan02_20220420_115329,100.0
N.P. Boys Sr. Sec. School_408511_chan02_20220419_210136,78.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220420_110044,58.0
N.P. Boys Sr. Sec. School_408511_chan03_20220314_130141,72.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220407_040037,199.0
"Sector 8, Dwarka_361115_chan02_20211011_221909",88.0
RK Puram_440526_chan02_20220315_130144,74.0
"Sector 8, Dwarka_361115_chan02_20211012_200243",59.0
Sri Aurobindo Marg_456540_chan01_20220314_115024,77.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220403_030049,113.0
"Sector 8, Dwarka_361115_chan02_20220420_005006",202.0
N.P. Boys Sr. Sec. School_408511_chan01_20220419_150134,73.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_110145,96.0
RK Puram_440526_chan01_20220309_110140,80.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220401_160046,19.0
RK Puram_440526_chan02_20220309_040140,100.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220401_120044,39.0
RK Puram_440526_chan01_20220314_170139,57.0
N.P. Boys Sr. Sec. School_408511_chan03_20220420_030151,127.0
RK Puram_440526_chan02_20220321_120148,219.0
"Sector 8, Dwarka_361115_chan02_20220420_015006",193.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220407_050040,183.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220408_010048,136.0
RK Puram_440526_chan01_20220314_220140,164.0
N.P. Boys Sr. Sec. School_408511_chan02_20220419_170137,104.0
N.P. Boys Sr. Sec. School_408511_chan03_20220420_040306,115.0
RK Puram_440526_chan02_20220309_130142,41.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220407_030041,188.0
Sri Aurobindo Marg_456540_chan02_20220316_045026,88.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220407_050039,183.0
N.P. Boys Sr. Sec. School_408511_chan03_20220316_070143,104.0
N.P. Boys Sr. Sec. School_408511_chan02_20220419_150137,73.0
Sri Aurobindo Marg_456540_chan02_20220420_025328,116.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220401_130044,16.0
RK Puram_440526_chan01_20220315_160141,46.0
"Sector 8, Dwarka_361115_chan02_20211012_180144",44.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220420_150036,33.0
"Sector 8, Dwarka_361115_chan01_20220420_015004",193.0
N.P. Boys Sr. Sec. School_408511_chan02_20220315_153745,61.0
Sri Aurobindo Marg_456540_chan01_20220316_025024,90.0
"Sector 8, Dwarka_361115_chan02_20211011_201914",130.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220419_210042,69.0
N.P. Boys Sr. Sec. School_408511_chan03_20220316_110158,97.0
"DITE, Okhla Industrial Area_523324_chan03_20220419_160152",38.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220408_020047,145.0
N.P. Boys Sr. Sec. School_408511_chan02_20220316_030148,86.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220407_170029,28.0
N.P. Boys Sr. Sec. School_408511_chan01_20220315_223615,97.0
"Sector 8, Dwarka_361115_chan02_20211012_043733",80.0
"Sector 8, Dwarka_361115_chan01_20211012_073732",99.0
RK Puram_440526_chan01_20220314_110140,114.0
N.P. Boys Sr. Sec. School_408511_chan01_20220419_220134,96.0
Sonia Vihar Water Treatment Plant_701135_chan01_20220420_090033,119.0
Sri Aurobindo Marg_456540_chan02_20220316_005027,95.0
Sonia Vihar Water Treatment Plant_701135_chan02_20220420_200135,55.0
Sonia Vihar Water Treatment Plant_701135_chan03_20220406_200049,66.0
RK Puram_440526_chan01_20220315_190141,81.0
