filename,datetime,dt_round,dt_round_2,ppm
Shanghai1/201407131045,201407131045,2014-07-13 10:45:00,2014-07-13 11:00:00,20.0
Shanghai1/201406091045,201406091045,2014-06-09 10:45:00,2014-06-09 11:00:00,38.0
Shanghai1/201407041415,201407041415,2014-07-04 14:15:00,2014-07-04 14:00:00,26.0
Shanghai1/201407141415,201407141415,2014-07-14 14:15:00,2014-07-14 14:00:00,29.0
Shanghai1/201407071515,201407071515,2014-07-07 15:15:00,2014-07-07 15:00:00,35.0
Shanghai1/201407171515,201407171515,2014-07-17 15:15:00,2014-07-17 15:00:00,27.0
Shanghai1/201407031445,201407031445,2014-07-03 14:45:00,2014-07-03 15:00:00,74.0
Shanghai1/201407131445,201407131445,2014-07-13 14:45:00,2014-07-13 15:00:00,29.0
Shanghai1/201405181500,201405181500,2014-05-18 15:00:00,2014-05-18 15:00:00,38.0
Shanghai1/201407081345,201407081345,2014-07-08 13:45:00,2014-07-08 14:00:00,18.0
Shanghai1/201407181345,201407181345,2014-07-18 13:45:00,2014-07-18 14:00:00,20.0
Shanghai1/201407101545,201407101545,2014-07-10 15:45:00,2014-07-10 16:00:00,100.0
Shanghai1/201405301145,201405301145,2014-05-30 11:45:00,2014-05-30 12:00:00,65.0
Shanghai1/201405221530,201405221530,2014-05-22 15:30:00,2014-05-22 16:00:00,33.0
Shanghai1/201408031015,201408031015,2014-08-03 10:15:00,2014-08-03 10:00:00,63.0
Shanghai1/201407291515,201407291515,2014-07-29 15:15:00,2014-07-29 15:00:00,27.0
Shanghai1/201407211315,201407211315,2014-07-21 13:15:00,2014-07-21 13:00:00,21.0
Shanghai1/201406241145,201406241145,2014-06-24 11:45:00,2014-06-24 12:00:00,50.0
Shanghai1/201407221215,201407221215,2014-07-22 12:15:00,2014-07-22 12:00:00,20.0
Shanghai1/201408061030,201408061030,2014-08-06 10:30:00,2014-08-06 10:00:00,44.0
Shanghai1/201405271515,201405271515,2014-05-27 15:15:00,2014-05-27 15:00:00,51.0
Shanghai1/201406271045,201406271045,2014-06-27 10:45:00,2014-06-27 11:00:00,10.0
Shanghai1/201407071115,201407071115,2014-07-07 11:15:00,2014-07-07 11:00:00,36.0
Shanghai1/201408060845,201408060845,2014-08-06 08:45:00,2014-08-06 09:00:00,28.0
Shanghai1/201407171115,201407171115,2014-07-17 11:15:00,2014-07-17 11:00:00,20.0
Shanghai1/201406191445,201406191445,2014-06-19 14:45:00,2014-06-19 15:00:00,39.0
Shanghai1/201407280815,201407280815,2014-07-28 08:15:00,2014-07-28 08:00:00,26.0
Shanghai1/201407041015,201407041015,2014-07-04 10:15:00,2014-07-04 10:00:00,93.0
Shanghai1/201407141015,201407141015,2014-07-14 10:15:00,2014-07-14 10:00:00,76.0
Shanghai1/201405151330,201405151330,2014-05-15 13:30:00,2014-05-15 14:00:00,56.0
Shanghai1/201405091100,201405091100,2014-05-09 11:00:00,2014-05-09 11:00:00,42.0
Shanghai1/201407121045,201407121045,2014-07-12 10:45:00,2014-07-12 11:00:00,64.0
Shanghai1/201406171215,201406171215,2014-06-17 12:15:00,2014-06-17 12:00:00,35.0
Shanghai1/201405161230,201405161230,2014-05-16 12:30:00,2014-05-16 12:00:00,53.0
Shanghai1/201405231130,201405231130,2014-05-23 11:30:00,2014-05-23 12:00:00,20.0
Shanghai1/201407271345,201407271345,2014-07-27 13:45:00,2014-07-27 14:00:00,43.0
Shanghai1/201408011515,201408011515,2014-08-01 15:15:00,2014-08-01 15:00:00,19.0
Shanghai1/201407241245,201407241245,2014-07-24 12:45:00,2014-07-24 13:00:00,17.0
Shanghai1/201406261445,201406261445,2014-06-26 14:45:00,2014-06-26 15:00:00,9.0
Shanghai1/201408061145,201408061145,2014-08-06 11:45:00,2014-08-06 12:00:00,41.0
Shanghai1/201408051045,201408051045,2014-08-05 10:45:00,2014-08-05 11:00:00,36.0
Shanghai1/201406251545,201406251545,2014-06-25 15:45:00,2014-06-25 16:00:00,18.0
Shanghai1/201407281115,201407281115,2014-07-28 11:15:00,2014-07-28 11:00:00,29.0
Shanghai1/201407051415,201407051415,2014-07-05 14:15:00,2014-07-05 14:00:00,20.0
Shanghai1/201407161515,201407161515,2014-07-16 15:15:00,2014-07-16 15:00:00,23.0
Shanghai1/201407061515,201407061515,2014-07-06 15:15:00,2014-07-06 15:00:00,49.0
Shanghai1/201407301515,201407301515,2014-07-30 15:15:00,2014-07-30 15:00:00,23.0
Shanghai1/201407201515,201407201515,2014-07-20 15:15:00,2014-07-20 15:00:00,24.0
Shanghai1/201407281315,201407281315,2014-07-28 13:15:00,2014-07-28 13:00:00,43.0
Shanghai1/201408051245,201408051245,2014-08-05 12:45:00,2014-08-05 13:00:00,33.0
Shanghai1/201407231415,201407231415,2014-07-23 14:15:00,2014-07-23 14:00:00,21.0
Shanghai1/201408061345,201408061345,2014-08-06 13:45:00,2014-08-06 14:00:00,33.0
Shanghai1/201405261315,201405261315,2014-05-26 13:15:00,2014-05-26 13:00:00,83.0
Shanghai1/201406081245,201406081245,2014-06-08 12:45:00,2014-06-08 13:00:00,48.0
Shanghai1/201406181245,201406181245,2014-06-18 12:45:00,2014-06-18 13:00:00,20.0
Shanghai1/201406071015,201406071015,2014-06-07 10:15:00,2014-06-07 10:00:00,57.0
Shanghai1/201405121400,201405121400,2014-05-12 14:00:00,2014-05-12 14:00:00,60.0
Shanghai1/201405061030,201405061030,2014-05-06 10:30:00,2014-05-06 10:00:00,27.0
Shanghai1/201406171015,201406171015,2014-06-17 10:15:00,2014-06-17 10:00:00,33.0
Shanghai1/201405161030,201405161030,2014-05-16 10:30:00,2014-05-16 10:00:00,62.0
Shanghai1/201405151130,201405151130,2014-05-15 11:30:00,2014-05-15 12:00:00,53.0
Shanghai1/201405091300,201405091300,2014-05-09 13:00:00,2014-05-09 13:00:00,42.0
Shanghai1/201407191545,201407191545,2014-07-19 15:45:00,2014-07-19 16:00:00,40.0
Shanghai1/201407091545,201407091545,2014-07-09 15:45:00,2014-07-09 16:00:00,15.0
Shanghai1/201407241045,201407241045,2014-07-24 10:45:00,2014-07-24 11:00:00,21.0
Shanghai1/201405201230,201405201230,2014-05-20 12:30:00,2014-05-20 12:00:00,70.0
Shanghai1/201407180845,201407180845,2014-07-18 08:45:00,2014-07-18 09:00:00,10.0
Shanghai1/201407271145,201407271145,2014-07-27 11:45:00,2014-07-27 12:00:00,42.0
Shanghai1/201406221315,201406221315,2014-06-22 13:15:00,2014-06-22 13:00:00,27.0
Shanghai1/201405231330,201405231330,2014-05-23 13:30:00,2014-05-23 14:00:00,20.0
Shanghai1/201406271245,201406271245,2014-06-27 12:45:00,2014-06-27 13:00:00,35.0
Shanghai1/201407221015,201407221015,2014-07-22 10:15:00,2014-07-22 10:00:00,7.0
Shanghai1/201406241345,201406241345,2014-06-24 13:45:00,2014-06-24 14:00:00,47.0
Shanghai1/201407211115,201407211115,2014-07-21 11:15:00,2014-07-21 11:00:00,23.0
Shanghai1/201407041215,201407041215,2014-07-04 12:15:00,2014-07-04 12:00:00,73.0
Shanghai1/201407141215,201407141215,2014-07-14 12:15:00,2014-07-14 12:00:00,67.0
Shanghai1/201407071315,201407071315,2014-07-07 13:15:00,2014-07-07 13:00:00,45.0
Shanghai1/201406121145,201406121145,2014-06-12 11:45:00,2014-06-12 12:00:00,51.0
Shanghai1/201408090815,201408090815,2014-08-09 08:15:00,2014-08-09 08:00:00,27.0
Shanghai1/201407181145,201407181145,2014-07-18 11:45:00,2014-07-18 12:00:00,22.0
Shanghai1/201405101100,201405101100,2014-05-10 11:00:00,2014-05-10 11:00:00,49.0
Shanghai1/201405171430,201405171430,2014-05-17 14:30:00,2014-05-17 14:00:00,39.0
Shanghai1/201406061415,201406061415,2014-06-06 14:15:00,2014-06-06 14:00:00,38.0
Shanghai1/201407270845,201407270845,2014-07-27 08:45:00,2014-07-27 09:00:00,60.0
Shanghai1/201408031215,201408031215,2014-08-03 12:15:00,2014-08-03 12:00:00,66.0
Shanghai1/201407261545,201407261545,2014-07-26 15:45:00,2014-07-26 16:00:00,68.0
Shanghai1/201408081515,201408081515,2014-08-08 15:15:00,2014-08-08 15:00:00,26.0
Shanghai1/201407251445,201407251445,2014-07-25 14:45:00,2014-07-25 15:00:00,57.0
Shanghai2/201408091045,201408091045,2014-08-09 10:45:00,2014-08-09 11:00:00,13.0
Shanghai2/201408191045,201408191045,2014-08-19 10:45:00,2014-08-19 11:00:00,4.0
Shanghai2/201408181530,201408181530,2014-08-18 15:30:00,2014-08-18 16:00:00,15.0
Shanghai2/201411261245,201411261245,2014-11-26 12:45:00,2014-11-26 13:00:00,56.0
Shanghai2/201408250845,201408250845,2014-08-25 08:45:00,2014-08-25 09:00:00,41.0
Shanghai2/201410301115,201410301115,2014-10-30 11:15:00,2014-10-30 11:00:00,43.0
Shanghai2/201411251345,201411251345,2014-11-25 13:45:00,2014-11-25 14:00:00,24.0
Shanghai2/201409071515,201409071515,2014-09-07 15:15:00,2014-09-07 15:00:00,24.0
Shanghai2/201410051215,201410051215,2014-10-05 12:15:00,2014-10-05 12:00:00,28.0
Shanghai2/201409060815,201409060815,2014-09-06 08:15:00,2014-09-06 08:00:00,24.0
Shanghai2/201409160815,201409160815,2014-09-16 08:15:00,2014-09-16 08:00:00,28.0
Shanghai2/201411131145,201411131145,2014-11-13 11:45:00,2014-11-13 12:00:00,32.0
Shanghai2/201412031415,201412031415,2014-12-03 14:15:00,2014-12-03 14:00:00,63.0
Shanghai2/201410061315,201410061315,2014-10-06 13:15:00,2014-10-06 13:00:00,29.0
Shanghai2/201410161315,201410161315,2014-10-16 13:15:00,2014-10-16 13:00:00,127.0
Shanghai2/201411141515,201411141515,2014-11-14 15:15:00,2014-11-14 15:00:00,61.0
Shanghai2/201410191145,201410191145,2014-10-19 11:45:00,2014-10-19 12:00:00,11.0
Shanghai2/201410260845,201410260845,2014-10-26 08:45:00,2014-10-26 09:00:00,63.0
Shanghai2/201412071145,201412071145,2014-12-07 11:45:00,2014-12-07 12:00:00,57.0
Shanghai2/201409251245,201409251245,2014-09-25 12:45:00,2014-09-25 13:00:00,46.0
Shanghai2/201408201015,201408201015,2014-08-20 10:15:00,2014-08-20 10:00:00,4.0
Shanghai2/201410271545,201410271545,2014-10-27 15:45:00,2014-10-27 16:00:00,27.0
Shanghai2/201408151315,201408151315,2014-08-15 13:15:00,2014-08-15 13:00:00,26.0
Shanghai2/201409101145,201409101145,2014-09-10 11:45:00,2014-09-10 12:00:00,85.0
Shanghai2/201410241445,201410241445,2014-10-24 14:45:00,2014-10-24 15:00:00,22.0
Shanghai2/201411050815,201411050815,2014-11-05 08:15:00,2014-11-05 08:00:00,41.0
Shanghai2/201408161215,201408161215,2014-08-16 12:15:00,2014-08-16 12:00:00,31.0
Shanghai2/201409131045,201409131045,2014-09-13 10:45:00,2014-09-13 11:00:00,-1.0
Shanghai2/201409031045,201409031045,2014-09-03 10:45:00,2014-09-03 11:00:00,34.0
Shanghai2/201411291015,201411291015,2014-11-29 10:15:00,2014-11-29 10:00:00,45.0
Shanghai2/201409161115,201409161115,2014-09-16 11:15:00,2014-09-16 11:00:00,22.0
Shanghai2/201410311515,201410311515,2014-10-31 15:15:00,2014-10-31 15:00:00,46.0
Shanghai2/201409151015,201409151015,2014-09-15 10:15:00,2014-09-15 10:00:00,9.0
Shanghai2/201408101245,201408101245,2014-08-10 12:45:00,2014-08-10 13:00:00,55.0
Shanghai2/201411130845,201411130845,2014-11-13 08:45:00,2014-11-13 09:00:00,33.0
Shanghai2/201408181445,201408181445,2014-08-18 14:45:00,2014-08-18 15:00:00,27.0
Shanghai2/201408251145,201408251145,2014-08-25 11:45:00,2014-08-25 12:00:00,57.0
Shanghai2/201409201315,201409201315,2014-09-20 13:15:00,2014-09-20 13:00:00,16.0
Shanghai2/201409281515,201409281515,2014-09-28 15:15:00,2014-09-28 15:00:00,13.0
Shanghai2/201412021015,201412021015,2014-12-02 10:15:00,2014-12-02 10:00:00,38.0
Shanghai2/201411121545,201411121545,2014-11-12 15:45:00,2014-11-12 16:00:00,69.0
Shanghai2/201408261045,201408261045,2014-08-26 10:45:00,2014-08-26 11:00:00,41.0
Shanghai2/201409231215,201409231215,2014-09-23 12:15:00,2014-09-23 12:00:00,4.0
Shanghai2/201411091245,201411091245,2014-11-09 12:45:00,2014-11-09 13:00:00,37.0
Shanghai2/201411191245,201411191245,2014-11-19 12:45:00,2014-11-19 13:00:00,32.0
Shanghai2/201410300815,201410300815,2014-10-30 08:15:00,2014-10-30 08:00:00,40.0
Shanghai2/201409100845,201409100845,2014-09-10 08:45:00,2014-09-10 09:00:00,46.0
Shanghai2/201410131245,201410131245,2014-10-13 12:45:00,2014-10-13 13:00:00,29.0
Shanghai2/201408291215,201408291215,2014-08-29 12:15:00,2014-08-29 12:00:00,43.0
Shanghai2/201409251330,201409251330,2014-09-25 13:30:00,2014-09-25 14:00:00,43.0
Shanghai2/201412061545,201412061545,2014-12-06 15:45:00,2014-12-06 16:00:00,82.0
Shanghai2/201411061015,201411061015,2014-11-06 10:15:00,2014-11-06 10:00:00,145.0
Shanghai2/201411161015,201411161015,2014-11-16 10:15:00,2014-11-16 10:00:00,81.0
Shanghai2/201410181545,201410181545,2014-10-18 15:45:00,2014-10-18 16:00:00,18.0
Shanghai2/201410081545,201410081545,2014-10-08 15:45:00,2014-10-08 16:00:00,25.0
Shanghai2/201412051445,201412051445,2014-12-05 14:45:00,2014-12-05 15:00:00,51.0
Shanghai2/201411281415,201411281415,2014-11-28 14:15:00,2014-11-28 14:00:00,75.0
Shanghai2/201408230815,201408230815,2014-08-23 08:15:00,2014-08-23 08:00:00,39.0
Shanghai2/201409171500,201409171500,2014-09-17 15:00:00,2014-09-17 15:00:00,14.0
Shanghai2/201411201215,201411201215,2014-11-20 12:15:00,2014-11-20 12:00:00,32.0
Shanghai2/201410190845,201410190845,2014-10-19 08:45:00,2014-10-19 09:00:00,10.0
Shanghai2/201409121445,201409121445,2014-09-12 14:45:00,2014-09-12 15:00:00,23.0
Shanghai2/201411301215,201411301215,2014-11-30 12:15:00,2014-11-30 12:00:00,54.0
Shanghai2/201410251045,201410251045,2014-10-25 10:45:00,2014-10-25 11:00:00,24.0
Shanghai2/201409091345,201409091345,2014-09-09 13:45:00,2014-09-09 14:00:00,37.0
Shanghai2/201409111545,201409111545,2014-09-11 15:45:00,2014-09-11 16:00:00,10.0
Shanghai2/201409191345,201409191345,2014-09-19 13:45:00,2014-09-19 14:00:00,32.0
Shanghai2/201412070845,201412070845,2014-12-07 08:45:00,2014-12-07 09:00:00,71.0
Shanghai2/201410261145,201410261145,2014-10-26 11:45:00,2014-10-26 12:00:00,56.0
Shanghai2/201409271545,201409271545,2014-09-27 15:45:00,2014-09-27 16:00:00,35.0
Shanghai2/201411051315,201411051315,2014-11-05 13:15:00,2014-11-05 13:00:00,30.0
Shanghai2/201411151315,201411151315,2014-11-15 13:15:00,2014-11-15 13:00:00,29.0
Shanghai2/201411061215,201411061215,2014-11-06 12:15:00,2014-11-06 12:00:00,124.0
Shanghai2/201408150815,201408150815,2014-08-15 08:15:00,2014-08-15 08:00:00,25.0
Shanghai2/201411161215,201411161215,2014-11-16 12:15:00,2014-11-16 12:00:00,67.0
Shanghai2/201408291015,201408291015,2014-08-29 10:15:00,2014-08-29 10:00:00,20.0
Shanghai2/201408141515,201408141515,2014-08-14 15:15:00,2014-08-14 15:00:00,0.0
Shanghai2/201410261345,201410261345,2014-10-26 13:45:00,2014-10-26 14:00:00,62.0
Shanghai2/201411231115,201411231115,2014-11-23 11:15:00,2014-11-23 11:00:00,32.0
Shanghai2/201409091145,201409091145,2014-09-09 11:45:00,2014-09-09 12:00:00,34.0
Shanghai2/201409191145,201409191145,2014-09-19 11:45:00,2014-09-19 12:00:00,47.0
Shanghai2/201408171415,201408171415,2014-08-17 14:15:00,2014-08-17 14:00:00,-4.0
Shanghai2/201410251245,201410251245,2014-10-25 12:45:00,2014-10-25 13:00:00,20.0
Shanghai2/201411201015,201411201015,2014-11-20 10:15:00,2014-11-20 10:00:00,31.0
Shanghai2/201411301015,201411301015,2014-11-30 10:15:00,2014-11-30 10:00:00,48.0
Shanghai2/201408101045,201408101045,2014-08-10 10:45:00,2014-08-10 11:00:00,70.0
Shanghai2/201411271445,201411271445,2014-11-27 14:45:00,2014-11-27 15:00:00,13.0
Shanghai2/201409151215,201409151215,2014-09-15 12:15:00,2014-09-15 12:00:00,8.0
Shanghai2/201410160815,201410160815,2014-10-16 08:15:00,2014-10-16 08:00:00,147.0
Shanghai2/201409061315,201409061315,2014-09-06 13:15:00,2014-09-06 13:00:00,37.0
Shanghai2/201411241545,201411241545,2014-11-24 15:45:00,2014-11-24 16:00:00,19.0
Shanghai2/201411291200,201411291200,2014-11-29 12:00:00,2014-11-29 12:00:00,26.0
Shanghai2/201409161315,201409161315,2014-09-16 13:15:00,2014-09-16 13:00:00,22.0
Shanghai2/201409231015,201409231015,2014-09-23 10:15:00,2014-09-23 10:00:00,-2.0
Shanghai2/201411191045,201411191045,2014-11-19 10:45:00,2014-11-19 11:00:00,27.0
Shanghai2/201410141415,201410141415,2014-10-14 14:15:00,2014-10-14 14:00:00,46.0
Shanghai2/201410041415,201410041415,2014-10-04 14:15:00,2014-10-04 14:00:00,21.0
Shanghai2/201411250845,201411250845,2014-11-25 08:45:00,2014-11-25 09:00:00,35.0
Shanghai2/201409201115,201409201115,2014-09-20 11:15:00,2014-09-20 11:00:00,44.0
Shanghai2/201412021215,201412021215,2014-12-02 12:15:00,2014-12-02 12:00:00,38.0
Shanghai2/201409301115,201409301115,2014-09-30 11:15:00,2014-09-30 11:00:00,29.0
Shanghai2/201410171515,201410171515,2014-10-17 15:15:00,2014-10-17 15:00:00,22.0
Shanghai2/201408251345,201408251345,2014-08-25 13:45:00,2014-08-25 14:00:00,74.0
Shanghai2/201410071515,201410071515,2014-10-07 15:15:00,2014-10-07 15:00:00,22.0
Shanghai2/201409090845,201409090845,2014-09-09 08:45:00,2014-09-09 09:00:00,21.0
Shanghai2/201410021445,201410021445,2014-10-02 14:45:00,2014-10-02 15:00:00,51.0
Shanghai2/201411230815,201411230815,2014-11-23 08:15:00,2014-11-23 08:00:00,44.0
Shanghai2/201408201215,201408201215,2014-08-20 12:15:00,2014-08-20 12:00:00,5.0
Shanghai2/201410121445,201410121445,2014-10-12 14:45:00,2014-10-12 15:00:00,37.0
Shanghai2/201409190845,201409190845,2014-09-19 08:45:00,2014-09-19 09:00:00,26.0
Shanghai2/201412071345,201412071345,2014-12-07 13:45:00,2014-12-07 14:00:00,80.0
Shanghai2/201409251045,201409251045,2014-09-25 10:45:00,2014-09-25 11:00:00,34.0
Shanghai2/201410011545,201410011545,2014-10-01 15:45:00,2014-10-01 16:00:00,27.0
Shanghai2/201410091345,201410091345,2014-10-09 13:45:00,2014-10-09 14:00:00,23.0
Shanghai2/201408231315,201408231315,2014-08-23 13:15:00,2014-08-23 13:00:00,45.0
Shanghai2/201410111545,201410111545,2014-10-11 15:45:00,2014-10-11 16:00:00,34.0
Shanghai2/201410191345,201410191345,2014-10-19 13:45:00,2014-10-19 14:00:00,23.0
Shanghai2/201409261145,201409261145,2014-09-26 11:45:00,2014-09-26 12:00:00,58.0
Shanghai2/201409131245,201409131245,2014-09-13 12:45:00,2014-09-13 13:00:00,10.0
Shanghai2/201411211415,201411211415,2014-11-21 14:15:00,2014-11-21 14:00:00,27.0
Shanghai2/201409031245,201409031245,2014-09-03 12:45:00,2014-09-03 13:00:00,42.0
Shanghai2/201408161015,201408161015,2014-08-16 10:15:00,2014-08-16 10:00:00,22.0
Shanghai2/201409181545,201409181545,2014-09-18 15:45:00,2014-09-18 16:00:00,18.0
Shanghai2/201409191030,201409191030,2014-09-19 10:30:00,2014-09-19 10:00:00,38.0
Shanghai2/201411221515,201411221515,2014-11-22 15:15:00,2014-11-22 15:00:00,106.0
Shanghai2/201408151115,201408151115,2014-08-15 11:15:00,2014-08-15 11:00:00,41.0
Shanghai2/201411251145,201411251145,2014-11-25 11:45:00,2014-11-25 12:00:00,36.0
Shanghai2/201410281515,201410281515,2014-10-28 15:15:00,2014-10-28 15:00:00,23.0
Shanghai2/201408121545,201408121545,2014-08-12 15:45:00,2014-08-12 16:00:00,33.0
Shanghai2/201408091245,201408091245,2014-08-09 12:45:00,2014-08-09 13:00:00,18.0
Shanghai2/201409200815,201409200815,2014-09-20 08:15:00,2014-09-20 08:00:00,56.0
Shanghai2/201408191245,201408191245,2014-08-19 12:45:00,2014-08-19 13:00:00,9.0
Shanghai2/201410061115,201410061115,2014-10-06 11:15:00,2014-10-06 11:00:00,56.0
Shanghai2/201410161115,201410161115,2014-10-16 11:15:00,2014-10-16 11:00:00,117.0
Shanghai2/201411131345,201411131345,2014-11-13 13:45:00,2014-11-13 14:00:00,31.0
Shanghai2/201409211515,201409211515,2014-09-21 15:15:00,2014-09-21 15:00:00,15.0
Shanghai2/201410051015,201410051015,2014-10-05 10:15:00,2014-10-05 10:00:00,24.0
Shanghai2/201411081445,201411081445,2014-11-08 14:45:00,2014-11-08 15:00:00,18.0
Shanghai2/201409221415,201409221415,2014-09-22 14:15:00,2014-09-22 14:00:00,11.0
Shanghai2/201409081145,201409081145,2014-09-08 11:45:00,2014-09-08 12:00:00,45.0
Shanghai2/201408151515,201408151515,2014-08-15 15:15:00,2014-08-15 15:00:00,14.0
Shanghai2/201411211015,201411211015,2014-11-21 10:15:00,2014-11-21 10:00:00,40.0
Shanghai2/201409270845,201409270845,2014-09-27 08:45:00,2014-09-27 09:00:00,37.0
Shanghai2/201408161415,201408161415,2014-08-16 14:15:00,2014-08-16 14:00:00,38.0
Shanghai2/201410111145,201410111145,2014-10-11 11:45:00,2014-10-11 12:00:00,28.0
Shanghai2/201411141315,201411141315,2014-11-14 13:15:00,2014-11-14 13:00:00,61.0
Shanghai2/201410280800,201410280800,2014-10-28 08:00:00,2014-10-28 08:00:00,25.0
Shanghai2/201410021045,201410021045,2014-10-02 10:45:00,2014-10-02 11:00:00,54.0
Shanghai2/201408140815,201408140815,2014-08-14 08:15:00,2014-08-14 08:00:00,18.0
Shanghai2/201409251445,201409251445,2014-09-25 14:45:00,2014-09-25 15:00:00,53.0
Shanghai2/201411240845,201411240845,2014-11-24 08:45:00,2014-11-24 09:00:00,33.0
Shanghai2/201410051415,201410051415,2014-10-05 14:15:00,2014-10-05 14:00:00,38.0
Shanghai2/201411081045,201411081045,2014-11-08 10:45:00,2014-11-08 11:00:00,42.0
Shanghai2/201409221015,201409221015,2014-09-22 10:15:00,2014-09-22 10:00:00,12.0
Shanghai2/201412031215,201412031215,2014-12-03 12:15:00,2014-12-03 12:00:00,61.0
Shanghai2/201409211115,201409211115,2014-09-21 11:15:00,2014-09-21 11:00:00,13.0
Shanghai2/201410170815,201410170815,2014-10-17 08:15:00,2014-10-17 08:00:00,18.0
Shanghai2/201410070815,201410070815,2014-10-07 08:15:00,2014-10-07 08:00:00,37.0
Shanghai2/201411261445,201411261445,2014-11-26 14:45:00,2014-11-26 15:00:00,61.0
Shanghai2/201409041215,201409041215,2014-09-04 12:15:00,2014-09-04 12:00:00,86.0
Shanghai2/201411251545,201411251545,2014-11-25 15:45:00,2014-11-25 16:00:00,33.0
Shanghai2/201411241030,201411241030,2014-11-24 10:30:00,2014-11-24 10:00:00,27.0
Shanghai2/201408121145,201408121145,2014-08-12 11:45:00,2014-08-12 12:00:00,29.0
Shanghai2/201408171015,201408171015,2014-08-17 10:15:00,2014-08-17 10:00:00,7.0
Shanghai2/201411281215,201411281215,2014-11-28 12:15:00,2014-11-28 12:00:00,57.0
Shanghai2/201411201415,201411201415,2014-11-20 14:15:00,2014-11-20 14:00:00,29.0
Shanghai2/201409121245,201409121245,2014-09-12 12:45:00,2014-09-12 13:00:00,16.0
Shanghai2/201410110845,201410110845,2014-10-11 08:45:00,2014-10-11 09:00:00,31.0
Shanghai2/201411301415,201411301415,2014-11-30 14:15:00,2014-11-30 14:00:00,37.0
Shanghai2/201408141115,201408141115,2014-08-14 11:15:00,2014-08-14 11:00:00,38.0
Shanghai2/201409011345,201409011345,2014-09-01 13:45:00,2014-09-01 14:00:00,34.0
Shanghai2/201409091545,201409091545,2014-09-09 15:45:00,2014-09-09 16:00:00,34.0
Shanghai2/201409191545,201409191545,2014-09-19 15:45:00,2014-09-19 16:00:00,39.0
Shanghai2/201412061345,201412061345,2014-12-06 13:45:00,2014-12-06 14:00:00,67.0
Shanghai2/201409180845,201409180845,2014-09-18 08:45:00,2014-09-18 09:00:00,21.0
Shanghai2/201408291415,201408291415,2014-08-29 14:15:00,2014-08-29 14:00:00,46.0
Shanghai2/201410031445,201410031445,2014-10-03 14:45:00,2014-10-03 15:00:00,26.0
Shanghai2/201412051245,201412051245,2014-12-05 12:45:00,2014-12-05 13:00:00,35.0
Shanghai2/201410181345,201410181345,2014-10-18 13:45:00,2014-10-18 14:00:00,17.0
Shanghai2/201410081345,201410081345,2014-10-08 13:45:00,2014-10-08 14:00:00,17.0
Shanghai2/201409201515,201409201515,2014-09-20 15:15:00,2014-09-20 15:00:00,4.0
Shanghai2/201409281315,201409281315,2014-09-28 13:15:00,2014-09-28 13:00:00,18.0
Shanghai2/201409301515,201409301515,2014-09-30 15:15:00,2014-09-30 15:00:00,23.0
Shanghai2/201411121345,201411121345,2014-11-12 13:45:00,2014-11-12 14:00:00,96.0
Shanghai2/201410171115,201410171115,2014-10-17 11:15:00,2014-10-17 11:00:00,17.0
Shanghai2/201409231415,201409231415,2014-09-23 14:15:00,2014-09-23 14:00:00,3.0
Shanghai2/201411091445,201411091445,2014-11-09 14:45:00,2014-11-09 15:00:00,51.0
Shanghai2/201408120845,201408120845,2014-08-12 08:45:00,2014-08-12 09:00:00,23.0
Shanghai2/201411191445,201411191445,2014-11-19 14:45:00,2014-11-19 15:00:00,38.0
Shanghai2/201411111245,201411111245,2014-11-11 12:45:00,2014-11-11 13:00:00,57.0
Shanghai2/201410311315,201410311315,2014-10-31 13:15:00,2014-10-31 13:00:00,43.0
Shanghai2/201410291515,201410291515,2014-10-29 15:15:00,2014-10-29 15:00:00,21.0
Shanghai2/201411241145,201411241145,2014-11-24 11:45:00,2014-11-24 12:00:00,58.0
Shanghai2/201408101445,201408101445,2014-08-10 14:45:00,2014-08-10 15:00:00,55.0
Shanghai2/201408181245,201408181245,2014-08-18 12:45:00,2014-08-18 13:00:00,51.0
Shanghai2/201409210815,201409210815,2014-09-21 08:15:00,2014-09-21 08:00:00,11.0
Shanghai2/201411271045,201411271045,2014-11-27 10:45:00,2014-11-27 11:00:00,28.0
Shanghai2/201409070815,201409070815,2014-09-07 08:15:00,2014-09-07 08:00:00,27.0
Shanghai2/201410041215,201410041215,2014-10-04 12:15:00,2014-10-04 12:00:00,18.0
Shanghai2/201411111045,201411111045,2014-11-11 10:45:00,2014-11-11 11:00:00,60.0
Shanghai2/201410171315,201410171315,2014-10-17 13:15:00,2014-10-17 13:00:00,22.0
Shanghai2/201412021415,201412021415,2014-12-02 14:15:00,2014-12-02 14:00:00,40.0
Shanghai2/201411131430,201411131430,2014-11-13 14:30:00,2014-11-13 14:00:00,31.0
Shanghai2/201411121145,201411121145,2014-11-12 11:45:00,2014-11-12 12:00:00,147.0
Shanghai2/201408181045,201408181045,2014-08-18 10:45:00,2014-08-18 11:00:00,40.0
Shanghai2/201410221015,201410221015,2014-10-22 10:15:00,2014-10-22 10:00:00,38.0
Shanghai2/201409161515,201409161515,2014-09-16 15:15:00,2014-09-16 15:00:00,36.0
Shanghai2/201410311115,201410311115,2014-10-31 11:15:00,2014-10-31 11:00:00,29.0
Shanghai2/201409011145,201409011145,2014-09-01 11:45:00,2014-09-01 12:00:00,47.0
